Disease,Gene,Number of Publications
Rheumatoid Arthritis,CNR2,1
Rheumatoid Arthritis,CNTN5,1
Rheumatoid Arthritis,COBL,1
Rheumatoid Arthritis,COG6,3
Rheumatoid Arthritis,COL11A2,2
Rheumatoid Arthritis,COL4A1,2
Rheumatoid Arthritis,COL4A2,1
Rheumatoid Arthritis,COL9A2,2
Rheumatoid Arthritis,COMMD1,1
Rheumatoid Arthritis,COTL1,1
Rheumatoid Arthritis,COX2,1
Rheumatoid Arthritis,COX8A,1
Rheumatoid Arthritis,CR1,1
Rheumatoid Arthritis,CR1L,1
Rheumatoid Arthritis,CR2,1
Rheumatoid Arthritis,CRH,2
Rheumatoid Arthritis,CRIPAK,1
Rheumatoid Arthritis,CRP,42
Rheumatoid Arthritis,CRYGD,14
Rheumatoid Arthritis,CSF1,1
Rheumatoid Arthritis,CSF2,4
Rheumatoid Arthritis,CSK,1
Rheumatoid Arthritis,CSMD1,1
Rheumatoid Arthritis,CSNK2B,2
Rheumatoid Arthritis,CTD,1
Rheumatoid Arthritis,CTGF,1
Rheumatoid Arthritis,CTLA4,68
Rheumatoid Arthritis,CTSH,1
Rheumatoid Arthritis,CTSL2,1
Rheumatoid Arthritis,CUL1,1
Rheumatoid Arthritis,CX3CL1,1
Rheumatoid Arthritis,CX3CR1,1
Rheumatoid Arthritis,CXCL10,2
Rheumatoid Arthritis,CXCL11,1
Rheumatoid Arthritis,CXCL12,1
Rheumatoid Arthritis,CXCL13,1
Rheumatoid Arthritis,CXCL9,2
Rheumatoid Arthritis,CXCR1,2
Rheumatoid Arthritis,CXCR2,3
Rheumatoid Arthritis,CXCR4,1
Rheumatoid Arthritis,CYBB,1
Rheumatoid Arthritis,CYCSP51,1
Rheumatoid Arthritis,CYCSP52,1
Rheumatoid Arthritis,CYLD,2
Rheumatoid Arthritis,CYP11B2,1
Rheumatoid Arthritis,CYP17A1,2
Rheumatoid Arthritis,CYP19A1,1
Rheumatoid Arthritis,CYP1A1,2
Rheumatoid Arthritis,CYP1A2,8
Rheumatoid Arthritis,CYP20A1,1
Rheumatoid Arthritis,CYP21A2,1
Rheumatoid Arthritis,CYP27B1,3
Rheumatoid Arthritis,CYP2C19,7
Rheumatoid Arthritis,CYP2C8,1
Rheumatoid Arthritis,CYP2C9,5
Rheumatoid Arthritis,CYP2D6,2
Rheumatoid Arthritis,CYP2E1,1
Rheumatoid Arthritis,CYP2R1,2
Rheumatoid Arthritis,CYP39A1,1
Rheumatoid Arthritis,CYP3A4,3
Rheumatoid Arthritis,CYP3A5,3
Rheumatoid Arthritis,CYP4F2,1
Rheumatoid Arthritis,DAP,1
Rheumatoid Arthritis,DBP,1
Rheumatoid Arthritis,DCC,1
Rheumatoid Arthritis,DCTN5,1
Rheumatoid Arthritis,DDAH1,1
Rheumatoid Arthritis,DDAH2,1
Rheumatoid Arthritis,DDX6,1
Rheumatoid Arthritis,DEFB1,1
Rheumatoid Arthritis,DENND2C,1
Rheumatoid Arthritis,DERL3,1
Rheumatoid Arthritis,DHCR7,1
Rheumatoid Arthritis,DHFR,11
Rheumatoid Arthritis,DHODH,5
Rheumatoid Arthritis,DHX32,1
Rheumatoid Arthritis,DIAPH2,1
Rheumatoid Arthritis,DKK1,3
Rheumatoid Arthritis,DLG5,1
Rheumatoid Arthritis,DLK1,2
Rheumatoid Arthritis,DNASE1,1
Rheumatoid Arthritis,DNASE2,2
Rheumatoid Arthritis,DNMT3B,1
Rheumatoid Arthritis,DPP4,3
Rheumatoid Arthritis,DPYD,1
Rheumatoid Arthritis,DUSP1,2
Rheumatoid Arthritis,DUSP10,1
Rheumatoid Arthritis,EBPL,1
Rheumatoid Arthritis,ECE2,1
Rheumatoid Arthritis,EDA,1
Rheumatoid Arthritis,EDN1,1
Rheumatoid Arthritis,EDNRA,1
Rheumatoid Arthritis,EEF1B2P2,1
Rheumatoid Arthritis,EGF,2
Rheumatoid Arthritis,EGFL8,1
Rheumatoid Arthritis,EGFR,5
Rheumatoid Arthritis,EGR2,1
Rheumatoid Arthritis,EIF2AK2,1
Rheumatoid Arthritis,EIF2S3,1
Rheumatoid Arthritis,EIF4H,1
Rheumatoid Arthritis,EMCN,1
Rheumatoid Arthritis,ENG,1
Rheumatoid Arthritis,ENOSF1,1
Rheumatoid Arthritis,ENOX1,1
Rheumatoid Arthritis,EOMES,2
Rheumatoid Arthritis,EPB41,1
Rheumatoid Arthritis,EPHX1,1
Rheumatoid Arthritis,ERAP1,3
Rheumatoid Arthritis,ERBB3,3
Rheumatoid Arthritis,ERCC2,1
Rheumatoid Arthritis,ERVK-18,1
Rheumatoid Arthritis,ERVK2,1
Rheumatoid Arthritis,ESR1,6
Rheumatoid Arthritis,ESR2,7
Rheumatoid Arthritis,ESRRB,1
Rheumatoid Arthritis,ETS1,5
Rheumatoid Arthritis,EVI5L,1
Rheumatoid Arthritis,EXO1,1
Rheumatoid Arthritis,EXOC4,1
Rheumatoid Arthritis,EXOC5,1
Rheumatoid Arthritis,EYA4,2
Rheumatoid Arthritis,EZR,1
Rheumatoid Arthritis,F11R,1
Rheumatoid Arthritis,F13A1,3
Rheumatoid Arthritis,F2,1
Rheumatoid Arthritis,F5,1
Rheumatoid Arthritis,FADS1,1
Rheumatoid Arthritis,FADS2,2
Rheumatoid Arthritis,FAIM2,1
Rheumatoid Arthritis,FAM135A,1
Rheumatoid Arthritis,FAM167A,5
Rheumatoid Arthritis,FAS,7
Rheumatoid Arthritis,FASLG,8
Rheumatoid Arthritis,FBXO38,1
Rheumatoid Arthritis,FCAR,1
Rheumatoid Arthritis,FCGR1A,2
Rheumatoid Arthritis,FCGR2A,31
Rheumatoid Arthritis,FCGR2B,9
Rheumatoid Arthritis,FCGR2C,2
Rheumatoid Arthritis,FCGR3A,41
Rheumatoid Arthritis,FCGR3B,27
Rheumatoid Arthritis,FCGRT,1
Rheumatoid Arthritis,FCN1,1
Rheumatoid Arthritis,FCN2,1
Rheumatoid Arthritis,FCN3,1
Rheumatoid Arthritis,FCRL3,37
Rheumatoid Arthritis,FER,1
Rheumatoid Arthritis,FGA,2
Rheumatoid Arthritis,FGB,4
Rheumatoid Arthritis,FGF1,1
Rheumatoid Arthritis,FGF10,1
Rheumatoid Arthritis,FGF2,1
Rheumatoid Arthritis,FGF3,1
Rheumatoid Arthritis,FGFR1,1
Rheumatoid Arthritis,FH,1
Rheumatoid Arthritis,FKBP4,1
Rheumatoid Arthritis,FLG,2
Rheumatoid Arthritis,FLI1,2
Rheumatoid Arthritis,FLJ16341,1
Rheumatoid Arthritis,FLT1,1
Rheumatoid Arthritis,FMN2,1
Rheumatoid Arthritis,FOLR1,1
Rheumatoid Arthritis,FOS,1
Rheumatoid Arthritis,FOXJ1,1
Rheumatoid Arthritis,FOXJ3,1
Rheumatoid Arthritis,FOXO3,3
Rheumatoid Arthritis,FOXP3,4
Rheumatoid Arthritis,FOXRED1,1
Rheumatoid Arthritis,FPGS,13
Rheumatoid Arthritis,FSTL1,1
Rheumatoid Arthritis,FTH1,1
Rheumatoid Arthritis,FTO,1
Rheumatoid Arthritis,FUT2,1
Rheumatoid Arthritis,FUT4,1
Rheumatoid Arthritis,FUT8,1
Rheumatoid Arthritis,FYN,1
Rheumatoid Arthritis,GAB1,1
Rheumatoid Arthritis,GAB2,1
Rheumatoid Arthritis,GADD45A,1
Rheumatoid Arthritis,GADD45B,1
Rheumatoid Arthritis,GALNT12,1
Rheumatoid Arthritis,GALNTL4,1
Rheumatoid Arthritis,GAPDH,1
Rheumatoid Arthritis,GATA3,2
Rheumatoid Arthritis,GBP6,1
Rheumatoid Arthritis,GC,4
Rheumatoid Arthritis,GCKR,2
Rheumatoid Arthritis,GDF15,2
Rheumatoid Arthritis,GDF5,1
Rheumatoid Arthritis,GFRA1,1
Rheumatoid Arthritis,GGH,18
Rheumatoid Arthritis,GGT6,1
Rheumatoid Arthritis,GHRL,1
Rheumatoid Arthritis,GHSR,2
Rheumatoid Arthritis,GIMAP5,1
Rheumatoid Arthritis,GIN1,2
Rheumatoid Arthritis,GLCCI1,1
Rheumatoid Arthritis,GLIS3,3
Rheumatoid Arthritis,GLYAT,1
Rheumatoid Arthritis,GNAQ,1
Rheumatoid Arthritis,GNB3,1
Rheumatoid Arthritis,GP2,1
Rheumatoid Arthritis,GP6,2
Rheumatoid Arthritis,GPR137B,1
Rheumatoid Arthritis,GPSM3,1
Rheumatoid Arthritis,GRB2,1
Rheumatoid Arthritis,GREM2,1
Rheumatoid Arthritis,GRIK4,1
Rheumatoid Arthritis,GSDMB,4
Rheumatoid Arthritis,GSTM1,17
Rheumatoid Arthritis,GSTM4,2
Rheumatoid Arthritis,GSTP1,8
Rheumatoid Arthritis,GSTT1,11
Rheumatoid Arthritis,GTF2I,4
Rheumatoid Arthritis,GTF2IRD1,2
Rheumatoid Arthritis,GYPA,1
Rheumatoid Arthritis,GYPB,1
Rheumatoid Arthritis,GYPC,1
Rheumatoid Arthritis,GZMB,1
Rheumatoid Arthritis,H19,1
Rheumatoid Arthritis,HAL,1
Rheumatoid Arthritis,HAVCR1,3
Rheumatoid Arthritis,HAVCR2,6
Rheumatoid Arthritis,HCK,1
Rheumatoid Arthritis,HCP5,1
Rheumatoid Arthritis,HFE,2
Rheumatoid Arthritis,HFE2,1
Rheumatoid Arthritis,HGF,1
Rheumatoid Arthritis,HHEX,1
Rheumatoid Arthritis,HHIPL1,1
Rheumatoid Arthritis,HIF1A,2
Rheumatoid Arthritis,HIPK2,1
Rheumatoid Arthritis,HLA-A,13
Rheumatoid Arthritis,HLA-B,27
Rheumatoid Arthritis,HLA-C,16
Rheumatoid Arthritis,HLA-DMA,4
Rheumatoid Arthritis,HLA-DMB,2
Rheumatoid Arthritis,HLA-DOA,3
Rheumatoid Arthritis,HLA-DOB,1
Rheumatoid Arthritis,HLA-DPA1,2
Rheumatoid Arthritis,HLA-DPB1,20
Rheumatoid Arthritis,HLA-DQA1,29
Rheumatoid Arthritis,HLA-DQA2,2
Rheumatoid Arthritis,HLA-DQB1,55
Rheumatoid Arthritis,HLA-DQB2,2
Rheumatoid Arthritis,HLA-DRA,9
Rheumatoid Arthritis,HLA-DRB1,400
Rheumatoid Arthritis,HLA-DRB2,1
Rheumatoid Arthritis,HLA-DRB3,3
Rheumatoid Arthritis,HLA-DRB4,10
Rheumatoid Arthritis,HLA-DRB5,7
Rheumatoid Arthritis,HLA-E,3
Rheumatoid Arthritis,HLA-G,9
Rheumatoid Arthritis,HM13,1
Rheumatoid Arthritis,HMGB1,1
Rheumatoid Arthritis,HMGCS2,1
Rheumatoid Arthritis,HMHA1,1
Rheumatoid Arthritis,HMOX1,4
Rheumatoid Arthritis,HNF1A,1
Rheumatoid Arthritis,HNF4A,1
Rheumatoid Arthritis,HOTAIR,2
Rheumatoid Arthritis,HPRT1,1
Rheumatoid Arthritis,HSD11B1,1
Rheumatoid Arthritis,HSP90AA1,1
Rheumatoid Arthritis,HSP90AB1,1
Rheumatoid Arthritis,HSPA1L,1
Rheumatoid Arthritis,HSPD1,1
Rheumatoid Arthritis,HTR2A,5
Rheumatoid Arthritis,HTRA1,1
Rheumatoid Arthritis,HUNK,1
Rheumatoid Arthritis,IBD5,1
Rheumatoid Arthritis,ICAM1,9
Rheumatoid Arthritis,ICAM2,1
Rheumatoid Arthritis,ICAM3,2
Rheumatoid Arthritis,ICOS,4
Rheumatoid Arthritis,IFI16,1
Rheumatoid Arthritis,IFIH1,5
Rheumatoid Arthritis,IFN1@,1
Rheumatoid Arthritis,IFNA2,1
Rheumatoid Arthritis,IFNAR1,1
Rheumatoid Arthritis,IFNB1,1
Rheumatoid Arthritis,IFNG,14
Rheumatoid Arthritis,IFNGR1,2
Rheumatoid Arthritis,IFNGR2,1
Rheumatoid Arthritis,IFNK,1
Rheumatoid Arthritis,IGF1,1
Rheumatoid Arthritis,IGKV1-27,1
Rheumatoid Arthritis,IGLV@,1
Rheumatoid Arthritis,IGSF2,1
Rheumatoid Arthritis,IKBKAP,2
Rheumatoid Arthritis,IKBKB,2
Rheumatoid Arthritis,IKBKE,1
Rheumatoid Arthritis,IKZF1,1
Rheumatoid Arthritis,IKZF3,2
Rheumatoid Arthritis,IL10,52
Rheumatoid Arthritis,IL10RA,4
Rheumatoid Arthritis,IL10RB,1
Rheumatoid Arthritis,IL12A,6
Rheumatoid Arthritis,IL12B,16
Rheumatoid Arthritis,IL12RB1,1
Rheumatoid Arthritis,IL12RB2,1
Rheumatoid Arthritis,IL13,9
Rheumatoid Arthritis,IL15,6
Rheumatoid Arthritis,IL17A,26
Rheumatoid Arthritis,IL17F,12
Rheumatoid Arthritis,IL17RC,1
Rheumatoid Arthritis,IL18,24
Rheumatoid Arthritis,IL19,1
Rheumatoid Arthritis,IL1A,24
Rheumatoid Arthritis,Il1b,1
Rheumatoid Arthritis,IL1B,50
Rheumatoid Arthritis,IL1F10,2
Rheumatoid Arthritis,IL1F5,1
Rheumatoid Arthritis,IL1F6,1
Rheumatoid Arthritis,IL1F7,1
Rheumatoid Arthritis,IL1F8,1
Rheumatoid Arthritis,IL1F9,1
Rheumatoid Arthritis,IL1R1,10
Rheumatoid Arthritis,IL1RAP,1
Rheumatoid Arthritis,IL1RL1,1
Rheumatoid Arthritis,IL1RN,32
Rheumatoid Arthritis,IL2,29
Rheumatoid Arthritis,IL21,25
Rheumatoid Arthritis,IL21R,2
Rheumatoid Arthritis,IL22,1
Rheumatoid Arthritis,IL23A,9
Rheumatoid Arthritis,IL23R,22
Rheumatoid Arthritis,IL27,4
Rheumatoid Arthritis,IL28RA,1
Rheumatoid Arthritis,IL29,1
Rheumatoid Arthritis,IL2RA,22
Rheumatoid Arthritis,IL2RB,14
Rheumatoid Arthritis,IL3,3
Rheumatoid Arthritis,IL31,1
Rheumatoid Arthritis,IL32,2
Rheumatoid Arthritis,IL33,2
Rheumatoid Arthritis,IL37,3
Rheumatoid Arthritis,IL4,23
Rheumatoid Arthritis,IL4R,15
Rheumatoid Arthritis,IL5,1
Rheumatoid Arthritis,IL6,60
Rheumatoid Arthritis,IL6R,15
Rheumatoid Arthritis,IL6ST,5
Rheumatoid Arthritis,IL7,2
Rheumatoid Arthritis,IL7R,4
Rheumatoid Arthritis,IL8,5
Rheumatoid Arthritis,IL9,1
Rheumatoid Arthritis,IL9R,1
Rheumatoid Arthritis,IMPDH2,1
Rheumatoid Arthritis,INHBC,1
Rheumatoid Arthritis,INPP5B,1
Rheumatoid Arthritis,INS,2
Rheumatoid Arthritis,IPMK,1
Rheumatoid Arthritis,IQGAP1,1
Rheumatoid Arthritis,IRAK1,11
Rheumatoid Arthritis,IRAK2,1
Rheumatoid Arthritis,IRAK3,3
Rheumatoid Arthritis,IRAK4,2
Rheumatoid Arthritis,IRF1,2
Rheumatoid Arthritis,IRF4,1
Rheumatoid Arthritis,Irf5,1
Rheumatoid Arthritis,IRF5,32
Rheumatoid Arthritis,IRF6,2
Rheumatoid Arthritis,IRGM,1
Rheumatoid Arthritis,IRS1,1
Rheumatoid Arthritis,IRX1,1
Rheumatoid Arthritis,IRX3,1
Rheumatoid Arthritis,ITGA1,1
Rheumatoid Arthritis,ITGA2,1
Rheumatoid Arthritis,ITGA4,1
Rheumatoid Arthritis,ITGAL,1
Rheumatoid Arthritis,ITGAM,4
Rheumatoid Arthritis,ITGAV,4
Rheumatoid Arthritis,ITGB1,1
Rheumatoid Arthritis,ITGB4,1
Rheumatoid Arthritis,ITPA,8
Rheumatoid Arthritis,ITPKB,1
Rheumatoid Arthritis,ITPR3,2
Rheumatoid Arthritis,JAK3,1
Rheumatoid Arthritis,JAM2,1
Rheumatoid Arthritis,JAZF1,3
Rheumatoid Arthritis,JUN,1
Rheumatoid Arthritis,KCNMB1,1
Rheumatoid Arthritis,KCNMB2,1
Rheumatoid Arthritis,KCNN2,1
Rheumatoid Arthritis,KCNQ1,1
Rheumatoid Arthritis,KDR,2
Rheumatoid Arthritis,KIAA0748,1
Rheumatoid Arthritis,KIAA1109,6
Rheumatoid Arthritis,KIAA1530,1
Rheumatoid Arthritis,KIAA1919,1
Rheumatoid Arthritis,KIDINS220,2
Rheumatoid Arthritis,KIF5A,15
Rheumatoid Arthritis,KIR2DL1,3
Rheumatoid Arthritis,KIR2DL2,5
Rheumatoid Arthritis,KIR2DL3,5
Rheumatoid Arthritis,KIR2DL4,4
Rheumatoid Arthritis,KIR2DL5A,2
Rheumatoid Arthritis,KIR2DP1,2
Rheumatoid Arthritis,KIR2DS1,4
Rheumatoid Arthritis,KIR2DS2,3
Rheumatoid Arthritis,KIR2DS2,2
Rheumatoid Arthritis,KIR2DS3,3
Rheumatoid Arthritis,KIR2DS4,2
Rheumatoid Arthritis,KIR2DS5,4
Rheumatoid Arthritis,KIR3DL1,4
Rheumatoid Arthritis,KIR3DL2,4
Rheumatoid Arthritis,KIR3DL3,2
Rheumatoid Arthritis,KIR3DP1,1
Rheumatoid Arthritis,KIR3DS1,3
Rheumatoid Arthritis,KIT,1
Rheumatoid Arthritis,KLF12,5
Rheumatoid Arthritis,KLHDC1,1
Rheumatoid Arthritis,KLK3,1
Rheumatoid Arthritis,KLK4,1
Rheumatoid Arthritis,KLRC1,4
Rheumatoid Arthritis,KLRC2,3
Rheumatoid Arthritis,KLRD1,2
Rheumatoid Arthritis,KLRK1,4
Rheumatoid Arthritis,KMO,1
Rheumatoid Arthritis,KREMEN1,1
Rheumatoid Arthritis,KRT20,1
Rheumatoid Arthritis,LAD1,1
Rheumatoid Arthritis,LAG3,1
Rheumatoid Arthritis,LAMB4,1
Rheumatoid Arthritis,LAT,1
Rheumatoid Arthritis,LBH,3
Rheumatoid Arthritis,LCE3B,5
Rheumatoid Arthritis,LCE3C,5
Rheumatoid Arthritis,LCK,1
Rheumatoid Arthritis,LCN2,1
Rheumatoid Arthritis,LCP2,2
Rheumatoid Arthritis,LDLR,2
Rheumatoid Arthritis,LECT1,1
Rheumatoid Arthritis,LEMD2,1
Rheumatoid Arthritis,LEP,5
Rheumatoid Arthritis,LEPR,2
Rheumatoid Arthritis,LGALS2,2
Rheumatoid Arthritis,LGALS3,2
Rheumatoid Arthritis,LGALS8,1
Rheumatoid Arthritis,LIF,2
Rheumatoid Arthritis,LILRA2,1
Rheumatoid Arthritis,LILRA3,2
Rheumatoid Arthritis,LILRB1,2
Rheumatoid Arthritis,LINC00158,1
Rheumatoid Arthritis,LOC100130476,1
Rheumatoid Arthritis,LOC100130480,1
Rheumatoid Arthritis,LOC100134413,1
Rheumatoid Arthritis,LOC100287218,1
Rheumatoid Arthritis,LOC729852,1
Rheumatoid Arthritis,LPA,1
Rheumatoid Arthritis,LRIG1,1
Rheumatoid Arthritis,LRP1,1
Rheumatoid Arthritis,LRP5,3
Rheumatoid Arthritis,LRPAP1,1
Rheumatoid Arthritis,LST1,1
Rheumatoid Arthritis,LTA,26
Rheumatoid Arthritis,LTB,1
Rheumatoid Arthritis,LY6G5B,1
Rheumatoid Arthritis,LY6G5C,1
Rheumatoid Arthritis,LY6G6C,1
Rheumatoid Arthritis,LY6G6E,1
Rheumatoid Arthritis,MAFB,2
Rheumatoid Arthritis,MAL,2
Rheumatoid Arthritis,MALAT1,1
Rheumatoid Arthritis,MAP1LC3B,1
Rheumatoid Arthritis,MAP2K1,1
Rheumatoid Arthritis,MAP2K3,1
Rheumatoid Arthritis,MAP2K4,1
Rheumatoid Arthritis,MAP2K6,2
Rheumatoid Arthritis,MAP3K1,2
Rheumatoid Arthritis,MAP3K14,2
Rheumatoid Arthritis,MAP3K7,2
Rheumatoid Arthritis,MAP3K7IP1,1
Rheumatoid Arthritis,MAP3K7IP2,2
Rheumatoid Arthritis,MAPK13,1
Rheumatoid Arthritis,MAPK14,2
Rheumatoid Arthritis,MAPKAPK2,1
Rheumatoid Arthritis,MARCH1,1
Rheumatoid Arthritis,MASP2,2
Rheumatoid Arthritis,MBD4,2
Rheumatoid Arthritis,MBL2,29
Rheumatoid Arthritis,MBP,1
Rheumatoid Arthritis,MCCD1,1
Rheumatoid Arthritis,MDM2,1
Rheumatoid Arthritis,MECP2,2
Rheumatoid Arthritis,MED15,1
Rheumatoid Arthritis,MEFV,11
Rheumatoid Arthritis,MEG3,1
Rheumatoid Arthritis,METTL21B,1
Rheumatoid Arthritis,MGAT3,1
Rheumatoid Arthritis,MGC23270,1
Rheumatoid Arthritis,MIA3,1
Rheumatoid Arthritis,MICA,6
Rheumatoid Arthritis,MICA,10
Rheumatoid Arthritis,MICB,3
Rheumatoid Arthritis,MIF,12
Rheumatoid Arthritis,MIR1468,1
Rheumatoid Arthritis,MIR146A,21
Rheumatoid Arthritis,MIR149,1
Rheumatoid Arthritis,MIR155,1
Rheumatoid Arthritis,MIR196A2,2
Rheumatoid Arthritis,MIR499,13
Rheumatoid Arthritis,MKNK1,1
Rheumatoid Arthritis,MMEL1,10
Rheumatoid Arthritis,MMP1,12
Rheumatoid Arthritis,MMP12,1
Rheumatoid Arthritis,MMP13,3
Rheumatoid Arthritis,MMP2,5
Rheumatoid Arthritis,MMP3,13
Rheumatoid Arthritis,MMP7,3
Rheumatoid Arthritis,MMP8,1
Rheumatoid Arthritis,MMP9,5
Rheumatoid Arthritis,MOBKL2B,1
Rheumatoid Arthritis,MOSC2,1
Rheumatoid Arthritis,MPG,1
Rheumatoid Arthritis,MPO,1
Rheumatoid Arthritis,MRPS6,1
Rheumatoid Arthritis,MS,1
Rheumatoid Arthritis,MSH5,2
Rheumatoid Arthritis,MSN,1
Rheumatoid Arthritis,MSRA,3
Rheumatoid Arthritis,MTHFD1,5
Rheumatoid Arthritis,MTHFR,81
Rheumatoid Arthritis,MTMR3,1
Rheumatoid Arthritis,MTNR1A,1
Rheumatoid Arthritis,MTNR1B,1
Rheumatoid Arthritis,MTR,10
Rheumatoid Arthritis,MTRR,10
Rheumatoid Arthritis,MTX1,2
Rheumatoid Arthritis,MUC5B,2
Rheumatoid Arthritis,MUTYH,1
Rheumatoid Arthritis,MYD88,4
Rheumatoid Arthritis,MYO3A,1
Rheumatoid Arthritis,MYO9B,3
Rheumatoid Arthritis,NAA25,2
Rheumatoid Arthritis,NAAA,1
Rheumatoid Arthritis,NADSYN1,1
Rheumatoid Arthritis,NAMPT,2
Rheumatoid Arthritis,NAT1,1
Rheumatoid Arthritis,NAT2,10
Rheumatoid Arthritis,NCF1,2
Rheumatoid Arthritis,NCOA5,1
Rheumatoid Arthritis,NCR3,1
Rheumatoid Arthritis,ND5,1
Rheumatoid Arthritis,NDFIP1,1
Rheumatoid Arthritis,NDST3,1
Rheumatoid Arthritis,NDUFAB1,1
Rheumatoid Arthritis,NFAT5,1
Rheumatoid Arthritis,NFATC1,1
Rheumatoid Arthritis,NFATC2,2
Rheumatoid Arthritis,NFATC3,1
Rheumatoid Arthritis,NFATC4,1
Rheumatoid Arthritis,NFIA,1
Rheumatoid Arthritis,NFKB1,13
Rheumatoid Arthritis,NFKB2,4
Rheumatoid Arthritis,NFKBIA,5
Rheumatoid Arthritis,NFKBIB,4
Rheumatoid Arthritis,NFKBIE,5
Rheumatoid Arthritis,NFKBIL1,7
Rheumatoid Arthritis,NHLH2,1
Rheumatoid Arthritis,NKAPL,1
Rheumatoid Arthritis,NKIRAS1,1
Rheumatoid Arthritis,NKIRAS2,1
Rheumatoid Arthritis,NKTR,1
Rheumatoid Arthritis,NKX2-5,1
Rheumatoid Arthritis,NLRC4,1
Rheumatoid Arthritis,NLRP1,7
Rheumatoid Arthritis,NLRP2,1
Rheumatoid Arthritis,NLRP3,18
Rheumatoid Arthritis,NOD1,2
Rheumatoid Arthritis,NOD2,12
Rheumatoid Arthritis,NOS2,6
Rheumatoid Arthritis,NOS2A,2
Rheumatoid Arthritis,NOS3,15
Rheumatoid Arthritis,NOTCH4,7
Rheumatoid Arthritis,NPM1,1
Rheumatoid Arthritis,NPSR1,2
Rheumatoid Arthritis,NQO1,1
Rheumatoid Arthritis,NQO2,1
Rheumatoid Arthritis,NR1I2,1
Rheumatoid Arthritis,NR2F2,2
Rheumatoid Arthritis,NR3C1,7
Rheumatoid Arthritis,NR4A3,1
Rheumatoid Arthritis,NRAP,1
Rheumatoid Arthritis,NRG3,1
Rheumatoid Arthritis,NRM,1
Rheumatoid Arthritis,NRXN3,1
Rheumatoid Arthritis,NT5C2,1
Rheumatoid Arthritis,NUDT15,1
Rheumatoid Arthritis,NUFIP2,1
Rheumatoid Arthritis,OAS1,1
Rheumatoid Arthritis,OAS2,1
Rheumatoid Arthritis,OAS3,1
Rheumatoid Arthritis,OATP1,1
Rheumatoid Arthritis,OGG1,4
Rheumatoid Arthritis,OLIG3,9
Rheumatoid Arthritis,OPN1LW,1
Rheumatoid Arthritis,OPN3,1
Rheumatoid Arthritis,OPRM1,1
Rheumatoid Arthritis,OR10R1P,1
Rheumatoid Arthritis,OR2AK2,2
Rheumatoid Arthritis,OR2G2,1
Rheumatoid Arthritis,OR2H1,1
Rheumatoid Arthritis,OR2H2,1
Rheumatoid Arthritis,OR2T1,1
Rheumatoid Arthritis,OR2T2,1
Rheumatoid Arthritis,OR2T4,1
Rheumatoid Arthritis,OR2T5,1
Rheumatoid Arthritis,OR6N2,1
Rheumatoid Arthritis,OR7E19P,1
Rheumatoid Arthritis,ORAI1,1
Rheumatoid Arthritis,ORMDL3,2
Rheumatoid Arthritis,OS9,1
Rheumatoid Arthritis,OSMR,1
Rheumatoid Arthritis,OVOS2,1
Rheumatoid Arthritis,P2RX7,4
Rheumatoid Arthritis,PADI2,2
Rheumatoid Arthritis,PADI3,2
Rheumatoid Arthritis,PADI4,71
Rheumatoid Arthritis,PALB2,1
Rheumatoid Arthritis,PARP1,4
Rheumatoid Arthritis,PDCD1,16
Rheumatoid Arthritis,PDE2A,3
Rheumatoid Arthritis,PDE3A,4
Rheumatoid Arthritis,PDHB,1
Rheumatoid Arthritis,PDPR,1
Rheumatoid Arthritis,PDZD2,2
Rheumatoid Arthritis,PECAM1,2
Rheumatoid Arthritis,PEMT,1
Rheumatoid Arthritis,PER2,1
Rheumatoid Arthritis,PGLYRP1,1
Rheumatoid Arthritis,PGR,1
Rheumatoid Arthritis,PHACTR1,1
Rheumatoid Arthritis,PHGDH,1
Rheumatoid Arthritis,PHRF1,1
Rheumatoid Arthritis,PHTF1,1
Rheumatoid Arthritis,PIBF1,1
Rheumatoid Arthritis,PIK3C3,1
Rheumatoid Arthritis,PIK3CG,1
Rheumatoid Arthritis,PINX1,1
Rheumatoid Arthritis,PIP4K2C,5
Rheumatoid Arthritis,PKD1L3,1
Rheumatoid Arthritis,PLAT,1
Rheumatoid Arthritis,PLAU,1
Rheumatoid Arthritis,PLB1,1
Rheumatoid Arthritis,PLCG1,1
Rheumatoid Arthritis,PLCL1,2
Rheumatoid Arthritis,PLCL2,2
Rheumatoid Arthritis,PLD4,4
Rheumatoid Arthritis,PLD5,1
Rheumatoid Arthritis,PLEK,1
Rheumatoid Arthritis,POFUT2,1
Rheumatoid Arthritis,PON1,14
Rheumatoid Arthritis,POR,1
Rheumatoid Arthritis,POTEF,1
Rheumatoid Arthritis,PPAP2B,1
Rheumatoid Arthritis,PPARG,4
Rheumatoid Arthritis,PPCDC,1
Rheumatoid Arthritis,PPIA,1
Rheumatoid Arthritis,PPIL3,1
Rheumatoid Arthritis,PPP1R10,1
Rheumatoid Arthritis,PPP1R12B,1
Rheumatoid Arthritis,PPP1R3B,1
Rheumatoid Arthritis,PPP1R9A,1
Rheumatoid Arthritis,PPP2R3C,1
Rheumatoid Arthritis,PPT2,1
Rheumatoid Arthritis,PRDM1,6
Rheumatoid Arthritis,PRF1,1
Rheumatoid Arthritis,PRKCH,3
Rheumatoid Arthritis,PRKCQ,14
Rheumatoid Arthritis,PRL,6
Rheumatoid Arthritis,PRRT1,2
